playerId,abbrevName,playerFullName,player,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,Bats,wOBA,PA,AVG,2B,3B,HR,SLG,OBP,K%,BB%,K,BB,Swing%,Miss%,Chase%
1316152832,M. Marusak,Max Marusak,Marusak,CF,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,R,.306,184,.250,8,2,2,.362,.326,20.7%,8.2%,38,15,49.5%,30.7%,27.9%
1326067456,C. Kimple,Connor Kimple,Kimple,DH,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,R,.406,224,.328,10,5,9,.569,.392,28.1%,8.0%,63,18,51.9%,33.7%,31.3%
1128861696,J. Brock,Julian Brock,Brock,C,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,R,.343,213,.301,11,0,6,.451,.343,17.8%,3.8%,38,8,47.4%,23.0%,26.1%
1192920320,T. LaFleur,Trey LaFleur,LaFleur,PH,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,L,L,.370,43,.300,0,0,3,.525,.349,37.2%,7.0%,16,3,44.8%,37.8%,25.0%
1120399616,C. Willis,CJ Willis,Willis,1B,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,R,L,.319,97,.247,6,3,0,.388,.333,33.0%,9.3%,32,9,45.9%,34.8%,22.4%
1262916864,A. Garrett,Austin Garrett,Garrett,C,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,R,.105,15,.071,0,0,0,.071,.133,40.0%,6.7%,6,1,46.5%,30.3%,27.5%
1191073280,J. Brandon,Jonathan Brandon,Brandon,3B,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,R,.312,102,.247,2,3,1,.371,.330,18.6%,7.8%,19,8,51.3%,21.7%,23.6%
1269545472,C. Roccaforte,Carson Roccaforte,Roccaforte,RF,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,L,L,.469,244,.386,10,3,16,.690,.440,13.5%,9.4%,33,23,52.7%,18.5%,29.1%
1305403648,T. Robertson,Tyler Robertson,Robertson,LF,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,R,.387,244,.320,12,2,4,.460,.414,14.3%,8.6%,35,21,49.0%,25.1%,26.9%
1140727040,B. Lada,Bobby Lada,Lada,2B,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,R,.252,102,.221,2,0,2,.305,.260,31.4%,2.0%,32,2,59.3%,27.1%,42.2%
1162573056,K. Debarge,Kyle Debarge,Debarge,SS,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,R,.326,256,.286,13,1,3,.395,.347,10.5%,7.8%,27,20,46.5%,15.5%,23.4%
1278481920,H. Hood,Heath Hood,Hood,LF,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,R,.399,212,.335,13,6,4,.532,.394,15.1%,6.1%,32,13,47.6%,19.5%,25.1%
1113915136,C. Higgs,Conor Higgs,Higgs,LF,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,L,L,.267,28,.231,2,0,0,.308,.286,46.4%,3.6%,13,1,46.2%,38.2%,31.3%
1145513472,W. Rincones,Warnner Rincones,Rincones,2B,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,R,.240,118,.186,4,0,1,.255,.267,17.8%,6.8%,21,8,44.7%,17.0%,20.6%
1148117504,W. Veillon,William Veillon,Veillon,RF,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,R,.327,142,.233,3,2,4,.392,.340,21.1%,7.0%,30,10,49.3%,23.4%,28.9%
1162498816,J. Clark,Jack Clark,Clark,3B,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,R,L,.000,10,.000,0,0,0,.000,.000,0.0%,0.0%,0,0,50.0%,0.0%,10.0%
1207745536,M. Zambo,Mason Zambo,Zambo,1B,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,S,.269,16,.231,0,0,0,.231,.333,6.3%,12.5%,1,2,46.3%,28.0%,24.1%
