playerId,abbrevName,playerFullName,player,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,Bats,wOBA,PA,AVG,2B,3B,HR,SLG,OBP,K%,BB%,K,BB,Swing%,Miss%,Chase%
1195945472,S. Holzwasser,Scott Holzwasser,Holzwasser,RF,Northeastern University,NE,343,Northeastern,BBC,R,R,R,.368,451,.270,17,2,10,.415,.417,13.7%,14.9%,62,67,40.2%,17.9%,13.3%
1263340032,D. Crossen,Danny Crossen,Crossen,RF,Northeastern University,NE,343,Northeastern,BBC,R,R,R,.328,288,.278,17,2,2,.390,.359,10.8%,6.9%,31,20,40.1%,14.4%,16.4%
1263340288,J. Dupere,Jared Dupere,Dupere,LF,Northeastern University,NE,343,Northeastern,BBC,L,L,L,.403,298,.280,9,3,24,.619,.369,24.5%,9.4%,73,28,52.5%,30.5%,29.1%
1301895424,J. Farrell,Jake Farrell,Farrell,1B,Northeastern University,NE,343,Northeastern,BBC,L,L,L,.376,232,.309,14,4,9,.546,.371,15.1%,6.9%,35,16,49.2%,20.0%,20.2%
1302435840,R. Solomon,Ryan Solomon,Solomon,DH,Northeastern University,NE,343,Northeastern,BBC,R,R,R,.241,156,.199,6,0,2,.284,.263,19.9%,7.1%,31,11,47.9%,22.3%,14.3%
1303379456,M. Geaslen,Michael Geaslen,Geaslen,C,Northeastern University,NE,343,Northeastern,BBC,R,R,R,.301,113,.265,6,0,0,.327,.348,21.2%,10.6%,24,12,44.4%,26.4%,17.9%
1307035904,C. Walsh,Cam Walsh,Walsh,RF,Northeastern University,NE,343,Northeastern,BBC,L,L,L,.306,172,.232,2,1,2,.303,.363,11.6%,13.4%,20,23,42.5%,17.6%,12.5%
1310227456,J. Mazza,John Mazza,Mazza,C,Northeastern University,NE,343,Northeastern,BBC,R,R,R,.220,72,.186,2,0,0,.220,.258,13.9%,4.2%,10,3,46.5%,15.1%,16.7%
1266685696,S. Smith,Spenser Smith,Smith,SS,Northeastern University,NE,343,Northeastern,BBC,L,R,L,.292,447,.240,11,5,2,.311,.333,21.7%,9.4%,97,42,42.8%,20.9%,22.1%
1266732800,I. Fair,Ian Fair,Fair,3B,Northeastern University,NE,343,Northeastern,BBC,R,R,R,.382,343,.322,10,3,14,.519,.392,19.5%,9.0%,67,31,47.2%,23.9%,19.0%
1266824960,J. Costello,Jeff Costello,Costello,RF,Northeastern University,NE,343,Northeastern,BBC,R,R,R,.324,638,.279,30,4,7,.386,.354,12.4%,6.7%,79,43,46.6%,15.9%,24.9%
1266340352,T. Beaudet,Teddy Beaudet,Beaudet,C,Northeastern University,NE,343,Northeastern,BBC,R,R,R,.264,178,.230,2,0,0,.243,.320,29.8%,7.3%,53,13,45.9%,35.6%,25.1%
1266332416,J. Rosen,Jake Rosen,Rosen,2B,Northeastern University,NE,343,Northeastern,BBC,R,R,R,.315,154,.213,4,5,0,.328,.364,26.0%,13.6%,40,21,36.5%,29.3%,9.8%
1266345728,K. Peterson,Kyle Peterson,Peterson,LF,Northeastern University,NE,343,Northeastern,BBC,L,L,L,.328,152,.235,3,3,0,.313,.392,22.4%,11.2%,34,17,45.8%,27.2%,16.5%
