playerId,abbrevName,playerFullName,player,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,Bats,wOBA,PA,AVG,2B,3B,HR,SLG,OBP,K%,BB%,K,BB,Swing%,Miss%,Chase%
1126823168,S. Messinger,Skyler Messinger,Messinger,3B,University of Texas,TEX,245,Texas,BBC,R,R,R,.409,277,.355,15,1,10,.547,.404,20.9%,6.5%,58,18,45.6%,20.4%,26.5%
1215473152,A. Todd,Austin Todd,Todd,CF,University of Texas,TEX,245,Texas,BBC,R,R,R,.378,215,.330,7,1,5,.462,.405,8.8%,10.2%,19,22,40.5%,11.4%,17.8%
1223433984,E. Kennedy,Eric Kennedy,Kennedy,LF,University of Texas,TEX,245,Texas,BBC,L,R,L,.355,199,.292,6,1,5,.429,.376,15.6%,10.1%,31,20,47.7%,19.7%,23.8%
1317031424,M. Stehly,Murphy Stehly,Stehly,3B,University of Texas,TEX,245,Texas,BBC,R,R,R,.454,304,.362,22,1,18,.649,.421,14.1%,5.6%,43,17,46.6%,18.1%,24.1%
1326874368,T. Faltine,Trey Faltine,Faltine,DH,University of Texas,TEX,245,Texas,BBC,R,R,R,.404,284,.284,17,1,15,.555,.390,34.9%,10.9%,99,31,39.1%,32.8%,20.9%
1326874624,D. Hodo III,Douglas Hodo III,Hodo III,RF,University of Texas,TEX,245,Texas,BBC,R,R,R,.416,330,.325,26,2,10,.544,.422,22.1%,12.1%,73,40,38.2%,22.5%,16.4%
1322291968,S. Ardoin,Silas Ardoin,Ardoin,C,University of Texas,TEX,245,Texas,BBC,R,R,R,.381,289,.262,20,1,12,.506,.376,15.9%,12.8%,46,37,33.8%,14.9%,12.0%
1322292480,P. Powell,Peyton Powell,Powell,DH,University of Texas,TEX,245,Texas,BBC,L,R,S,.273,9,.250,0,0,0,.250,.333,44.4%,11.1%,4,1,53.8%,47.6%,22.2%
1149733376,I. Melendez,Ivan Melendez,Melendez,DH,University of Texas,TEX,245,Texas,BBC,R,R,R,.541,304,.379,17,2,29,.829,.500,16.8%,16.1%,51,49,42.1%,21.8%,19.6%
1286105088,D. Campbell,Dylan Campbell,Campbell,2B,University of Texas,TEX,245,Texas,BBC,R,R,R,.378,208,.272,8,1,10,.503,.375,17.3%,13.9%,36,29,43.1%,20.9%,19.5%
1268046592,K. Schuessler,Kimble Schuessler,Schuessler,C,University of Texas,TEX,245,Texas,BBC,R,R,R,.389,23,.316,0,0,1,.474,.409,26.1%,13.0%,6,3,47.3%,25.7%,21.6%
1300164096,J. O'dowd,Jack O'dowd,O'dowd,DH,University of Texas,TEX,245,Texas,BBC,L,R,L,.248,42,.176,0,0,0,.176,.317,11.9%,14.3%,5,6,44.0%,22.9%,22.3%
1237398784,M. Daly,Mitchell Daly,Daly,SS,University of Texas,TEX,245,Texas,BBC,R,R,R,.322,254,.236,13,1,4,.369,.350,18.5%,12.2%,47,31,42.0%,20.6%,20.5%
1322292992,C. Constantine,Cam Constantine,Constantine,DH,University of Texas,TEX,245,Texas,BBC,R,R,R,.090,8,.000,0,0,0,.000,.125,37.5%,0.0%,3,0,57.7%,33.3%,53.3%
1162600448,G. Kash,Gavin Kash,Kash,1B,University of Texas,TEX,245,Texas,BBC,L,R,L,.242,25,.182,1,0,0,.227,.280,32.0%,4.0%,8,1,58.0%,37.9%,34.0%
1226407936,A. Whitehead,Ace Whitehead,Whitehead,CF,University of Texas,TEX,245,Texas,BBC,L,L,L,.467,17,.467,1,0,0,.533,.529,29.4%,11.8%,5,2,42.5%,14.7%,18.4%
1244080640,C. Dayton,Cameron Dayton,Dayton,P,University of Texas,TEX,245,Texas,BBC,L,L,L,.000,2,.000,0,0,0,.000,.000,50.0%,0.0%,1,0,16.7%,0.0%,0.0%
