playerId,abbrevName,playerFullName,player,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,Bats,wOBA,PA,AVG,2B,3B,HR,SLG,OBP,K%,BB%,K,BB,Swing%,Miss%,Chase%
1126739456,B. Ray,Bryce Ray,Ray,LF,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,R,.360,28,.182,0,0,2,.455,.357,46.4%,17.9%,13,5,41.0%,47.3%,27.2%
1211887104,L. Goodnight,Logan Goodnight,Goodnight,SS,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,R,.327,27,.269,2,0,1,.462,.296,40.7%,3.7%,11,1,57.6%,50.9%,34.1%
1163519488,M. Power,Max Power,Power,2B,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,R,.211,14,.143,0,0,1,.357,.143,57.1%,0.0%,8,0,45.1%,43.5%,46.2%
1213555456,B. Shoupe,Brody Shoupe,Shoupe,C,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,S,.291,122,.216,6,0,2,.333,.316,24.6%,10.7%,30,13,47.4%,26.9%,28.0%
1309395712,N. Gooden,Nick Gooden,Gooden,3B,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,R,.373,203,.333,12,0,3,.452,.398,15.8%,6.9%,32,14,46.8%,25.2%,29.2%
1318720512,A. Jacobs,Alex Jacobs,Jacobs,LF,Morehead State University,MORE,730158080,Morehead State,BBC,L,R,L,.435,228,.372,12,3,5,.548,.463,10.5%,12.7%,24,29,40.7%,14.0%,21.6%
1336692736,C. Sakamoto,Carter Sakamoto,Sakamoto,C,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,R,.344,6,.000,0,0,0,.000,.500,33.3%,50.0%,2,3,31.3%,40.0%,5.9%
1306506240,C. Becker,Cole Becker,Becker,SS,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,R,.334,203,.287,16,2,2,.437,.335,20.2%,5.9%,41,12,50.5%,25.3%,28.6%
1268981760,R. Preece,Ryley Preece,Preece,CF,Morehead State University,MORE,730158080,Morehead State,BBC,S,R,S,.419,245,.277,6,4,13,.549,.422,20.0%,18.0%,49,44,35.5%,19.4%,18.1%
1290102784,J. Ferry,Jacob Ferry,Ferry,LF,Morehead State University,MORE,730158080,Morehead State,BBC,L,R,L,.252,29,.130,0,0,1,.261,.276,34.5%,13.8%,10,4,45.2%,36.8%,21.3%
1290103296,J. Feltner,Jackson Feltner,Feltner,1B,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,R,.500,232,.393,15,1,15,.709,.478,17.2%,10.3%,40,24,43.8%,21.4%,24.0%
1305989632,L. Castleman,Logan Castleman,Castleman,RF,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,R,.299,67,.226,2,0,1,.321,.333,29.9%,10.4%,20,7,42.3%,38.2%,24.5%
1169349888,A. Roy,Ashton Roy,Roy,2B,Morehead State University,MORE,730158080,Morehead State,BBC,S,R,S,.312,92,.221,1,0,3,.351,.337,21.7%,12.0%,20,11,43.9%,20.5%,23.4%
1200671488,I. Guzman,Isaias Guzman,Guzman,3B,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,R,.360,132,.274,5,0,7,.496,.344,30.3%,9.1%,40,12,49.8%,38.8%,35.3%
1236965888,B. Stripling,Bryson Stripling,Stripling,C,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,S,.237,48,.167,2,0,1,.286,.239,29.2%,8.3%,14,4,47.4%,40.7%,22.9%
1237834496,R. Kuntz,Roman Kuntz,Kuntz,DH,Morehead State University,MORE,730158080,Morehead State,BBC,S,R,S,.402,157,.329,7,0,9,.566,.370,26.1%,5.1%,41,8,48.6%,28.5%,29.4%
1318809088,C. Vinson,Chase Vinson,Vinson,RF,Morehead State University,MORE,730158080,Morehead State,BBC,S,R,S,.379,190,.267,11,0,9,.503,.369,23.2%,11.1%,44,21,44.4%,28.6%,30.2%
1291213568,E. Kirkendoll,Eli Kirkendoll,Kirkendoll,C,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,R,.172,4,.000,0,0,0,.000,.250,25.0%,25.0%,1,1,28.6%,25.0%,0.0%
