playerId,abbrevName,playerFullName,player,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,Bats,wOBA,PA,AVG,2B,3B,HR,SLG,OBP,K%,BB%,K,BB,Swing%,Miss%,Chase%
1086813440,C. Jones,Crosby Jones,Jones,3B,The Citadel,CIT,730366720,The Citadel,BBC,L,R,L,.213,108,.179,4,0,0,.221,.240,21.3%,5.6%,23,6,57.5%,24.8%,29.7%
1086813952,T. Lott,Travis Lott,Lott,C,The Citadel,CIT,730366720,The Citadel,BBC,L,R,L,.393,216,.293,10,1,6,.466,.423,17.6%,12.0%,38,26,46.2%,24.0%,22.3%
1167910400,C. Simpson,Cole Simpson,Simpson,DH,The Citadel,CIT,730366720,The Citadel,BBC,L,L,L,.316,228,.229,7,1,4,.340,.350,20.2%,10.1%,46,23,45.6%,26.5%,24.6%
1289296640,T. Skole,Tilo Skole,Skole,SS,The Citadel,CIT,730366720,The Citadel,BBC,L,R,L,.348,258,.327,10,0,0,.375,.402,7.4%,10.5%,19,27,44.5%,11.2%,23.7%
1309033472,R. Mccarthy,Ryan Mccarthy,Mccarthy,CF,The Citadel,CIT,730366720,The Citadel,BBC,L,R,S,.395,224,.303,10,3,8,.519,.404,22.8%,14.3%,51,32,41.7%,27.1%,19.9%
1086814720,N. Mitchell,Noah Mitchell,Mitchell,3B,The Citadel,CIT,730366720,The Citadel,BBC,R,R,R,.358,209,.283,14,1,6,.467,.356,22.5%,8.6%,47,18,46.3%,30.5%,26.2%
1308275712,W. Lane,Wesley Lane,Lane,CF,The Citadel,CIT,730366720,The Citadel,BBC,R,R,R,.236,140,.186,4,0,0,.220,.278,25.0%,8.6%,35,12,43.0%,23.1%,22.9%
1281031424,A. Badala,Anthony Badala,Badala,3B,The Citadel,CIT,730366720,The Citadel,BBC,R,R,R,.314,25,.200,1,0,1,.400,.320,20.0%,16.0%,5,4,51.8%,28.1%,33.8%
1317506048,B. Hutchins,Ben Hutchins,Hutchins,C,The Citadel,CIT,730366720,The Citadel,BBC,R,R,R,.283,59,.232,2,0,2,.375,.271,28.8%,3.4%,17,2,53.6%,39.4%,32.0%
1086813184,L. Montenery,Luke Montenery,Montenery,DH,The Citadel,CIT,730366720,The Citadel,BBC,R,R,R,.376,58,.255,4,0,2,.468,.386,20.7%,15.5%,12,9,41.0%,28.1%,21.2%
1086814208,J. Lanier,John Lanier,Lanier,DH,The Citadel,CIT,730366720,The Citadel,BBC,L,L,L,.379,20,.235,2,0,1,.529,.350,40.0%,10.0%,8,2,42.9%,47.2%,22.0%
1099692032,D. Costa,Dylan Costa,Costa,2B,The Citadel,CIT,730366720,The Citadel,BBC,L,R,L,.300,250,.235,9,2,0,.299,.350,9.2%,14.4%,23,36,38.6%,10.5%,18.3%
1099692288,S. Reeves,Sawyer Reeves,Reeves,3B,The Citadel,CIT,730366720,The Citadel,BBC,R,R,R,.302,166,.277,6,0,0,.318,.348,11.4%,9.6%,19,16,45.1%,17.5%,27.4%
1257161984,G. Sobel,Gray Sobel,Sobel,C,The Citadel,CIT,730366720,The Citadel,BBC,R,R,R,.157,20,.118,0,0,0,.118,.200,50.0%,10.0%,10,2,47.0%,35.9%,28.6%
1265083904,D. Poole,Dominick Poole,Poole,CF,The Citadel,CIT,730366720,The Citadel,BBC,R,R,R,.225,64,.207,2,0,0,.241,.266,25.0%,4.7%,16,3,38.7%,22.4%,21.8%
1317505536,T. Elliott,Travis Elliott,Elliott,3B,The Citadel,CIT,730366720,The Citadel,BBC,R,R,R,.251,18,.143,0,0,0,.143,.333,33.3%,22.2%,6,4,30.3%,21.7%,13.6%
1184443392,G. Dill,Garrett Dill,Dill,DH,The Citadel,CIT,730366720,The Citadel,BBC,R,R,R,.387,51,.268,5,0,1,.463,.412,29.4%,15.7%,15,8,49.5%,38.8%,25.0%
1265084416,A. Colon,Antonio Colon,Colon,SS,The Citadel,CIT,730366720,The Citadel,BBC,R,R,R,.240,3,.000,0,0,0,.000,.333,33.3%,0.0%,1,0,44.4%,25.0%,0.0%
1099691776,W. Sykes,Wells Sykes,Sykes,CF,The Citadel,CIT,730366720,The Citadel,BBC,R,R,R,.288,103,.272,5,0,0,.326,.320,16.5%,5.8%,17,6,56.2%,20.2%,38.8%
1265084160,J. Zeigler,Jeffrey Zeigler,Zeigler,PH,The Citadel,CIT,730366720,The Citadel,BBC,R,R,R,.689,1,-,0,0,0,-,1.000,0.0%,100.0%,0,1,44.4%,0.0%,16.7%
