playerId,abbrevName,playerFullName,player,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,Bats,wOBA,PA,AVG,2B,3B,HR,SLG,OBP,K%,BB%,K,BB,Swing%,Miss%,Chase%
1086016512,B. Baldwin,Brooks Baldwin,Baldwin,DH,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,S,R,S,.363,670,.299,34,7,27,.512,.349,18.1%,7.2%,121,48,55.8%,23.6%,28.1%
1086016768,M. Suggs,Matt Suggs,Suggs,C,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,R,.364,478,.256,22,1,23,.488,.359,25.7%,9.0%,123,43,46.6%,28.0%,23.7%
1086017280,C. Thorburn,Chris Thorburn,Thorburn,LF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,L,L,.321,285,.287,12,0,1,.348,.368,12.6%,9.1%,36,26,40.9%,14.7%,18.4%
1094458112,C. Weiss,Cole Weiss,Weiss,SS,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,L,L,.344,484,.289,18,5,9,.422,.372,17.1%,11.0%,83,53,41.6%,18.1%,17.0%
1143431936,B. Roberson,Broadus Roberson,Roberson,RF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,R,.328,44,.206,1,0,1,.324,.386,36.4%,20.5%,16,9,36.1%,35.7%,11.3%
1186317312,N. Bridges,Noah Bridges,Bridges,CF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,R,L,.300,502,.231,16,4,12,.368,.314,29.9%,7.8%,150,39,50.8%,32.7%,25.0%
1255549440,J. Meadows,Jackson Meadows,Meadows,DH,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,R,.321,216,.269,13,2,1,.379,.356,22.7%,10.2%,49,22,46.0%,22.6%,18.5%
1302802944,A. Smith,Adam Smith,Smith,P,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,R,.190,34,.138,3,0,0,.241,.194,38.2%,5.9%,13,2,48.8%,42.4%,17.3%
1212770560,R. Zayicek,Riley Zayicek,Zayicek,DH,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,R,L,.308,168,.226,9,1,5,.404,.315,32.1%,8.9%,54,15,48.6%,41.0%,25.1%
1142038784,Z. Bridges,Zachary Bridges,Bridges,C,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,R,.276,88,.211,2,0,2,.316,.302,33.0%,11.4%,29,10,48.4%,33.9%,19.9%
1171047936,N. Liles,Noah Liles,Liles,CF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,R,L,.247,108,.221,2,0,1,.274,.279,26.9%,5.6%,29,6,44.3%,26.3%,19.7%
1163136256,K. Brown,Kep Brown,Brown,RF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,R,.329,251,.275,14,2,7,.450,.340,23.1%,7.6%,58,19,48.1%,31.0%,19.8%
1171047680,D. Angeli,Doug Angeli,Angeli,SS,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,R,.335,142,.283,4,0,1,.345,.397,30.3%,12.7%,43,18,36.9%,27.0%,15.8%
1186317056,L. Oxendine,LP Oxendine,Oxendine,3B,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,R,.326,49,.216,2,0,0,.270,.408,28.6%,22.4%,14,11,27.0%,30.0%,5.7%
1142136320,G. Jones,Greg Jones,Jones,SS,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,S,S,S,.430,260,.333,10,7,5,.527,.481,15.8%,18.1%,41,47,35.1%,23.2%,9.9%
1079823872,J. Croom,Jac Croom,Croom,2B,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,R,L,.277,373,.232,7,1,6,.314,.302,16.1%,7.8%,60,29,50.7%,18.8%,27.9%
1218639616,T. Wells,Tanner Wells,Wells,RF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,L,R,.053,13,.000,0,0,0,.000,.077,61.5%,7.7%,8,1,44.4%,62.5%,27.6%
1246517504,K. Brandenburg,Kip Brandenburg,Brandenburg,1B,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,R,.361,217,.292,14,1,4,.443,.384,21.2%,12.4%,46,27,42.0%,24.0%,18.0%
1294266624,R. Evans,Ron Evans,Evans,DH,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,R,.291,198,.232,8,0,2,.315,.325,25.3%,8.1%,50,16,46.3%,28.6%,25.3%
1079823104,T. Marsh,Trevor Marsh,Marsh,LF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,L,L,.352,189,.282,8,3,4,.442,.366,27.0%,11.1%,51,21,47.1%,28.6%,18.4%
1079823616,K. Pitarra,Kevin Pitarra,Pitarra,C,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,S,.215,118,.156,2,0,0,.177,.264,11.0%,11.0%,13,13,46.7%,14.8%,23.4%
1288250368,D. Lifrieri,Dillon Lifrieri,Lifrieri,LF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,R,.332,370,.275,22,2,9,.435,.333,15.4%,6.2%,57,23,50.0%,18.7%,27.2%
1234743040,T. Mongero,Taber Mongero,Mongero,DH,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,R,L,.346,408,.303,16,3,5,.411,.375,10.0%,7.6%,41,31,41.6%,11.1%,16.7%
1091206400,J. Howell,Jack Howell,Howell,3B,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,R,L,.322,63,.280,3,0,0,.340,.377,20.6%,14.3%,13,9,37.0%,18.9%,19.4%
1148098816,M. Yip,Matt Yip,Yip,DH,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,R,.202,7,.000,0,0,0,.000,.286,42.9%,14.3%,3,1,41.2%,50.0%,33.3%
1310257921,R. Calvert,Ryan Calvert,Calvert,P,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,R,L,.000,2,.000,0,0,0,.000,.000,100.0%,0.0%,2,0,71.4%,80.0%,50.0%
1108300800,E. Baucom,Ethan Baucom,Baucom,RF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,R,.392,203,.276,15,1,10,.553,.369,22.7%,5.4%,46,11,50.0%,27.9%,25.6%
1138682112,C. Murphy,Cam Murphy,Murphy,LF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,R,.720,1,-,0,0,0,-,1.000,0.0%,0.0%,0,0,0.0%,-,0.0%
1184442368,B. Arendt,Bryan Arendt,Arendt,C,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,R,.374,103,.287,4,1,3,.475,.398,23.3%,12.6%,24,13,40.0%,22.2%,21.4%
1234539008,J. Newton,John Newton,Newton,RF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,R,.367,121,.262,2,0,6,.456,.372,28.1%,8.3%,34,10,50.2%,33.2%,34.8%
1323828480,T. Ruffner,Teddy Ruffner,Ruffner,DH,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,R,.086,8,.000,0,0,0,.000,.125,0.0%,12.5%,0,1,38.7%,8.3%,16.7%
1294266880,A. Smith,Aidan Smith,Smith,CF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,R,L,.442,2,.500,0,0,0,.500,.500,0.0%,0.0%,0,0,50.0%,0.0%,25.0%
