playerId,abbrevName,playerFullName,player,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,Bats,wOBA,PA,AVG,2B,3B,HR,SLG,OBP,K%,BB%,K,BB,Swing%,Miss%,Chase%
1161993216,J. Carpenter,Joseph Carpenter,Carpenter,1B,University of Delaware,DEL,730203136,Delaware,BBC,R,R,R,.360,582,.287,33,7,18,.483,.361,20.1%,9.3%,117,54,46.7%,24.1%,21.2%
1172419584,Z. Lesher,Zach Lesher,Lesher,DH,University of Delaware,DEL,730203136,Delaware,BBC,L,R,S,.247,144,.211,6,1,0,.273,.279,18.8%,8.3%,27,12,44.2%,15.0%,17.7%
1192293376,V. Vaccone,Vinny Vaccone,Vaccone,SS,University of Delaware,DEL,730203136,Delaware,BBC,R,R,R,.273,342,.227,9,5,2,.309,.303,20.2%,7.0%,69,24,46.9%,21.0%,20.0%
1211041792,J. Hutchins,Jordan Hutchins,Hutchins,3B,University of Delaware,DEL,730203136,Delaware,BBC,R,R,R,.302,504,.240,24,3,7,.358,.327,20.6%,11.1%,104,56,41.8%,19.7%,16.6%
1301211648,K. Baker,Kyle Baker,Baker,RF,University of Delaware,DEL,730203136,Delaware,BBC,R,R,R,.428,162,.376,8,1,2,.496,.481,14.8%,15.4%,24,25,40.4%,17.0%,13.1%
1323475712,J. Goan,Jack Goan,Goan,LF,University of Delaware,DEL,730203136,Delaware,BBC,R,R,R,.309,340,.243,17,1,11,.414,.309,25.3%,7.1%,86,24,45.5%,25.9%,19.8%
1323475968,A. Colmery,Austin Colmery,Colmery,LF,University of Delaware,DEL,730203136,Delaware,BBC,R,R,R,.315,179,.234,6,2,0,.305,.377,26.8%,16.8%,48,30,31.4%,27.7%,10.8%
1323474176,J. Silan,Joey Silan,Silan,DH,University of Delaware,DEL,730203136,Delaware,BBC,R,R,R,.175,16,.133,1,0,0,.200,.188,18.8%,0.0%,3,0,70.2%,27.3%,50.0%
1161992960,B. Kaden,Brad Kaden,Kaden,PR,University of Delaware,DEL,730203136,Delaware,BBC,R,R,R,.168,33,.133,0,0,0,.133,.212,36.4%,9.1%,12,3,39.3%,39.6%,14.0%
1192293120,E. Bowren,Erik Bowren,Bowren,2B,University of Delaware,DEL,730203136,Delaware,BBC,R,R,R,.307,222,.247,6,4,3,.366,.335,21.6%,8.1%,48,18,42.7%,20.6%,16.3%
1211041024,C. DiFebbo,Chance DiFebbo,DiFebbo,RF,University of Delaware,DEL,730203136,Delaware,BBC,R,R,R,.192,68,.164,0,0,0,.164,.239,32.4%,7.4%,22,5,45.4%,27.9%,12.3%
1309237760,K. Mohollen,Kevin Mohollen,Mohollen,CF,University of Delaware,DEL,730203136,Delaware,BBC,R,R,R,.314,226,.245,8,2,4,.372,.348,16.4%,10.2%,37,23,38.6%,17.0%,15.0%
1337990912,Z. Miller,Zach Miller,Miller,C,University of Delaware,DEL,730203136,Delaware,BBC,R,R,R,.310,192,.263,10,0,5,.406,.319,19.8%,7.3%,38,14,54.1%,29.4%,27.8%
1323475456,K. Buglio,Kevin Buglio,Buglio,DH,University of Delaware,DEL,730203136,Delaware,BBC,R,R,R,.106,23,.095,0,0,0,.095,.130,34.8%,4.3%,8,1,56.0%,35.3%,32.6%
1192293888,B. Werkheiser,Ben Werkheiser,Werkheiser,C,University of Delaware,DEL,730203136,Delaware,BBC,R,R,R,.238,8,.143,1,0,0,.286,.250,25.0%,12.5%,2,1,45.2%,21.4%,0.0%
1237816320,J. Loynd,Joey Loynd,Loynd,2B,University of Delaware,DEL,730203136,Delaware,BBC,R,R,R,.385,346,.303,24,1,10,.493,.393,17.1%,10.7%,59,37,37.5%,20.1%,16.6%
1276864000,A. Riley,Aidan Riley,Riley,CF,University of Delaware,DEL,730203136,Delaware,BBC,L,L,L,.248,107,.245,3,0,1,.304,.264,18.7%,1.9%,20,2,55.5%,19.2%,28.1%
1301069568,T. Juhl,Tyler Juhl,Juhl,LF,University of Delaware,DEL,730203136,Delaware,BBC,L,R,L,.393,4,.333,0,0,0,.333,.500,25.0%,25.0%,1,1,35.7%,40.0%,0.0%
