playerId,abbrevName,playerFullName,player,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,Bats,wOBA,PA,AVG,2B,3B,HR,SLG,OBP,K%,BB%,K,BB,Swing%,Miss%,Chase%
1177911552,D. Muniz,Diego Muniz,Muniz,DH,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,R,.342,147,.261,8,0,0,.333,.406,9.5%,15.0%,14,22,35.6%,10.7%,17.9%
1288780800,T. Tredaway,Tanner Tredaway,Tredaway,RF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,R,.413,317,.370,18,3,9,.549,.412,8.8%,5.7%,28,18,46.4%,13.8%,24.4%
1163518464,T. Brown,Trent Brown,Brown,DH,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,R,.289,67,.200,4,0,2,.367,.284,40.3%,9.0%,27,6,39.4%,35.8%,29.1%
1324514048,K. Pettis,Kendall Pettis,Pettis,LF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,R,.389,190,.259,4,0,5,.400,.449,27.9%,17.9%,53,34,31.5%,19.6%,13.3%
1303540480,B. Robertson,Blake Robertson,Robertson,1B,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,R,L,.406,333,.300,24,2,5,.467,.453,16.8%,20.7%,56,69,33.6%,18.5%,13.9%
1200439296,S. Orduno,Sebastian Orduno,Orduno,RF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,L,L,.331,127,.242,4,0,0,.284,.411,19.7%,15.7%,25,20,35.2%,16.0%,12.9%
1167994112,C. Martinez,Chazz Martinez,Martinez,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,L,L,.157,10,.111,0,0,0,.111,.200,50.0%,10.0%,5,1,50.0%,33.3%,48.0%
1148126976,J. Crooks,Jimmy Crooks,Crooks,C,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,R,L,.404,307,.305,21,1,9,.506,.422,18.6%,13.0%,57,40,44.5%,24.1%,24.7%
1148127488,B. Squires,Brett Squires,Squires,DH,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,R,L,.413,154,.310,5,0,7,.516,.429,34.4%,11.7%,53,18,50.2%,39.6%,22.5%
1190201856,H. Polk,Hudson Polk,Polk,C,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,R,.466,24,.313,2,1,0,.563,.522,33.3%,29.2%,8,7,37.9%,33.3%,19.7%
1192846336,P. Graham,Peyton Graham,Graham,3B,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,R,.442,325,.333,16,4,20,.634,.412,21.2%,8.0%,69,26,47.6%,26.7%,28.2%
1141867776,C. Horton,Cade Horton,Horton,3B,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,R,.293,168,.234,6,2,1,.324,.323,20.8%,8.3%,35,14,47.1%,20.9%,26.1%
1123956736,J. Nicklaus,Jackson Nicklaus,Nicklaus,2B,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,R,L,.383,255,.284,11,0,10,.479,.394,31.0%,13.3%,79,34,40.0%,32.1%,19.6%
1297337344,M. Mcgwire,Max Mcgwire,Mcgwire,1B,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,R,.275,61,.189,0,0,2,.302,.295,34.4%,9.8%,21,6,49.4%,41.5%,34.0%
1156163328,M. Lowe,Mason Lowe,Lowe,LF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,R,.175,9,.125,0,0,0,.125,.222,55.6%,11.1%,5,1,45.2%,47.4%,20.0%
1083611136,W. Clark,Wallace Clark,Clark,3B,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,S,R,S,.326,194,.257,6,0,0,.296,.397,26.8%,16.5%,52,32,35.9%,22.2%,16.8%
1162484736,J. Spikerman,John Spikerman,Spikerman,LF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,S,R,S,.391,148,.314,8,1,2,.446,.432,25.7%,14.9%,38,22,35.5%,24.8%,16.7%
