playGuid,gameId,gameString,pitchNumInGame,gameDate,uniqPitchId,playguid,fullName,pitchNumInAB,x,y,pitchOutcome,batterHand,abNumInGame,pitcherHand,batterAbbrevName,pitcherAbbrevName,date,pitchDetails,pitchResult,inn,outs,pitchType,pitchTypeFull,releaseVelocity,exitVelocity,statcastFieldersInitialFielderPosition,probSL,atbatDesc,count,gameVenueId,level,hasMLBPlayDiagram,gameResult,home,opponent,team,totalRuns,currentRuns,teamId,opponentId,opponentRuns,opponentCurrentRuns,pitchingTeam,pitchingTeamId,battingTeam,battingTeamId,hang,dist,pathEff,react,speed,jump,wall,infieldDist,infieldTime,outProb,pitcher,batter,battingTeam,battingTeamId,batterId,pitchingTeam,pitchingTeamId,pitcherId,catchingTeam,catchingTeamId,catcherId,catcherAbbrevName,TeamRuns,PitchResult,PVX,playGuid,ABResult,SBA2,SBA3,SB3,SB2,ManOn3rd,ManOn2nd,ManOn1st,type,Vel,Spin,ExitVel,LaunchAng,pCallStrk%,reportId
60a794766e5bda64434e632f,499047680,gid_2021_05_20_vcubbc_jmubbc_1,46,2021-05-20 12:00:00,499047680-11-1,60a794766e5bda64434e632f,James Madison University,1,0.45649411764705883,-0.0459542857142858,S,L,11,R,C. Delauter,M. Delane,2021-05-20 12:00:00,"0-0 Fastball, 88 mph",Foul,Bot 1,0,FA,Fastball,88.0,-,,,,0-0,,BBC,false,L,true,VCU,JMU,18,0,730340096,730179328,19,5,VCU,730179328,JMU,730340096,0,0,,0,0,0,0,0,0,,Delane,Delauter,JMU,730340096,1179853312,VCU,730179328,1323295744,VCU,730179328,1301069824,H. Vay,0,F,-,60a794766e5bda64434e632f,HR,,,,,,,,Fastball,88.0,-,-,-,-,9-undefined
60a7947c6e5bda64434e6330,499047680,gid_2021_05_20_vcubbc_jmubbc_1,47,2021-05-20 12:00:00,499047680-11-2,60a7947c6e5bda64434e6330,James Madison University,2,1.5756423529411763,-0.17883428571428592,Ball,L,11,R,C. Delauter,M. Delane,2021-05-20 12:00:00,"0-1 Changeup, 85 mph",Ball,Bot 1,0,CH,Changeup,85.0,-,,,,0-1,,BBC,false,L,true,VCU,JMU,18,0,730340096,730179328,19,5,VCU,730179328,JMU,730340096,0,0,,0,0,0,0,0,0,,Delane,Delauter,JMU,730340096,1179853312,VCU,730179328,1323295744,VCU,730179328,1301069824,H. Vay,0,B,-,60a7947c6e5bda64434e6330,HR,,,,,,,,Changeup,85.0,-,-,-,-,9-undefined
60a794836e5bda64434e6331,499047680,gid_2021_05_20_vcubbc_jmubbc_1,48,2021-05-20 12:00:00,499047680-11-3,60a794836e5bda64434e6331,James Madison University,3,-0.8982635294117647,0.5653142857142858,S,L,11,R,C. Delauter,M. Delane,2021-05-20 12:00:00,"1-1 Slider, 81 mph",Strike Swinging,Bot 1,0,SL,Slider,81.0,-,,,,1-1,,BBC,false,L,true,VCU,JMU,18,0,730340096,730179328,19,5,VCU,730179328,JMU,730340096,0,0,,0,0,0,0,0,0,,Delane,Delauter,JMU,730340096,1179853312,VCU,730179328,1323295744,VCU,730179328,1301069824,H. Vay,0,SS,-,60a794836e5bda64434e6331,HR,,,,,,,,Slider,81.0,-,-,-,-,9-undefined
60a794896e5bda64434e6338,499047680,gid_2021_05_20_vcubbc_jmubbc_1,49,2021-05-20 12:00:00,499047680-11-4,60a794896e5bda64434e6338,James Madison University,4,0.3092329411764706,1.9738742857142861,Ball,L,11,R,C. Delauter,M. Delane,2021-05-20 12:00:00,"1-2 Fastball, 90 mph",Ball,Bot 1,0,FA,Fastball,90.0,-,,,,1-2,,BBC,false,L,true,VCU,JMU,18,0,730340096,730179328,19,5,VCU,730179328,JMU,730340096,0,0,,0,0,0,0,0,0,,Delane,Delauter,JMU,730340096,1179853312,VCU,730179328,1323295744,VCU,730179328,1301069824,H. Vay,0,B,-,60a794896e5bda64434e6338,HR,,,,,,,,Fastball,90.0,-,-,-,-,9-undefined
60a7948e6e5bda64434e633a,499047680,gid_2021_05_20_vcubbc_jmubbc_1,50,2021-05-20 12:00:00,499047680-11-5,60a7948e6e5bda64434e633a,James Madison University,5,-0.7510023529411765,-0.44460571428571427,S,L,11,R,C. Delauter,M. Delane,2021-05-20 12:00:00,"2-2 Slider, 81 mph",Foul,Bot 1,0,SL,Slider,81.0,-,,,,2-2,,BBC,false,L,true,VCU,JMU,18,0,730340096,730179328,19,5,VCU,730179328,JMU,730340096,0,0,,0,0,0,0,0,0,,Delane,Delauter,JMU,730340096,1179853312,VCU,730179328,1323295744,VCU,730179328,1301069824,H. Vay,0,F,-,60a7948e6e5bda64434e633a,HR,,,,,,,,Slider,81.0,-,-,-,-,9-undefined
60a794996e5bda64434e6340,499047680,gid_2021_05_20_vcubbc_jmubbc_1,51,2021-05-20 12:00:00,499047680-11-6,60a794996e5bda64434e6340,James Madison University,6,0.19143529411764704,-0.4977485714285714,B,L,11,R,C. Delauter,M. Delane,2021-05-20 12:00:00,"2-2 Slider, 80 mph",Home Run on a 409.45 ft Fly Ball,Bot 1,0,SL,Slider,80.0,-,,,Chase Delauter HomeRun vs Mason Delane.,2-2,,BBC,false,L,true,VCU,JMU,18,0,730340096,730179328,19,5,VCU,730179328,JMU,730340096,0,0,,0,0,0,0,0,0,,Delane,Delauter,JMU,730340096,1179853312,VCU,730179328,1323295744,VCU,730179328,1301069824,H. Vay,0,IP,-,60a794996e5bda64434e6340,HR,,,,,,,,Slider,80.0,-,-,-,-,9-undefined
60a794a66e5bda64434e6347,499047680,gid_2021_05_20_vcubbc_jmubbc_1,52,2021-05-20 12:00:00,499047680-12-1,60a794a66e5bda64434e6347,James Madison University,1,0.8688141176470588,0.4590057142857142,S,R,12,R,C. Hartigan,M. Delane,2021-05-20 12:00:00,"0-0 Fastball, 89 mph",Foul,Bot 1,0,FA,Fastball,89.0,-,,,,0-0,,BBC,false,L,true,VCU,JMU,18,1,730340096,730179328,19,5,VCU,730179328,JMU,730340096,0,0,,0,0,0,0,0,0,,Delane,Hartigan,JMU,730340096,1080953856,VCU,730179328,1323295744,VCU,730179328,1301069824,H. Vay,1,F,-,60a794a66e5bda64434e6347,S,,,,,,,,Fastball,89.0,-,-,-,-,9-undefined
60a794ae6e5bda64434e634f,499047680,gid_2021_05_20_vcubbc_jmubbc_1,53,2021-05-20 12:00:00,499047680-12-2,60a794ae6e5bda64434e634f,James Madison University,2,0.19143529411764704,-0.6306399999999999,B,R,12,R,C. Hartigan,M. Delane,2021-05-20 12:00:00,"0-1 Fastball, 89 mph",Single on a Ground Ball,Bot 1,0,FA,Fastball,89.0,-,,,Conor Hartigan Single vs Mason Delane. Fielded by SecondBase Steven Carpenter.,0-1,,BBC,false,L,true,VCU,JMU,18,1,730340096,730179328,19,5,VCU,730179328,JMU,730340096,0,0,,0,0,0,0,0,0,,Delane,Hartigan,JMU,730340096,1080953856,VCU,730179328,1323295744,VCU,730179328,1301069824,H. Vay,1,IP,-,60a794ae6e5bda64434e634f,S,,,,,,,,Fastball,89.0,-,-,-,-,9-undefined
60a794be6e5bda64434e635c,499047680,gid_2021_05_20_vcubbc_jmubbc_1,54,2021-05-20 12:00:00,499047680-13-1,60a794be6e5bda64434e635c,James Madison University,1,0.5153929411764706,-0.7369485714285714,SL,L,13,R,K. Novak,M. Delane,2021-05-20 12:00:00,"0-0 Fastball, 88 mph",Strike Looking,Bot 1,0,FA,Fastball,88.0,-,,,,0-0,,BBC,false,L,true,VCU,JMU,18,1,730340096,730179328,19,5,VCU,730179328,JMU,730340096,0,0,,0,0,0,0,0,0,,Delane,Novak,JMU,730340096,1086015488,VCU,730179328,1323295744,VCU,730179328,1301069824,H. Vay,1,SL,-,60a794be6e5bda64434e635c,S,,,,,,,1,Fastball,88.0,-,-,-,-,9-undefined
60a794cb6e5bda64434e6365,499047680,gid_2021_05_20_vcubbc_jmubbc_1,55,2021-05-20 12:00:00,499047680-13-2,60a794cb6e5bda64434e6365,James Madison University,2,0.2208847058823529,1.6018057142857143,Ball,L,13,R,K. Novak,M. Delane,2021-05-20 12:00:00,"0-1 Slider, 80 mph",Ball,Bot 1,0,SL,Slider,80.0,-,,,,0-1,,BBC,false,L,true,VCU,JMU,18,1,730340096,730179328,19,5,VCU,730179328,JMU,730340096,0,0,,0,0,0,0,0,0,,Delane,Novak,JMU,730340096,1086015488,VCU,730179328,1323295744,VCU,730179328,1301069824,H. Vay,1,B,-,60a794cb6e5bda64434e6365,S,,,,,,,1,Slider,80.0,-,-,-,-,9-undefined
