"No","Player ID","Player Name","MLB ID","Date","Pitch ID","Pitch Type","Is Strike","Strike Zone Side","Strike Zone Height","Velocity","Total Spin","True Spin (release)","Spin Efficiency (release)","Spin Direction","Spin Confidence","Release Extension (ft)","VB (trajectory)","HB (trajectory)","VB (spin)","HB (spin)","Horizontal Angle","Release Angle","Release Height","Release Side","Gyro Degree (deg)","Unique ID","Device Serial Number"
55,934057,"Brett Dunham","-","Wed Sep 28 2022 12:40:30 PM",1664368830,"Fastball","NO","10.62","25.10",86.61,1960.1,1959.3,100,"02:02",0.9,"-","9.59","18.62","9.6","17.3","-2.85","-0.44","4.73","1.91","1.59","934057@1664368830","RBB20XBNR56R"
56,934057,"Brett Dunham","-","Wed Sep 28 2022 12:40:43 PM",1664368843,"ChangeUp","NO","21.08","26.55",77.92,1649.5,1648.3,99.9,"02:26",0.9,"-","5.50","16.61","5.5","18.3","-1.71","1.21","4.48","1.92","2.18","934057@1664368843","RBB20XBNR56R"
57,934057,"Brett Dunham","-","Wed Sep 28 2022 12:40:58 PM",1664368858,"ChangeUp","NO","11.26","20.11",77.95,1629.8,1629.8,100,"02:34",0.9,2.0617733,"4.60","18.76","4.6","19.0","-3.00","0.59","4.53","2.11","0.09","934057@1664368858","RBB20XBNR56R"
58,934057,"Brett Dunham","-","Wed Sep 28 2022 12:41:12 PM",1664368872,"ChangeUp","NO","18.83","23.86",79.81,1499.1,1498.9,100,"02:30",0.9,2.128149,"4.72","17.32","4.7","17.7","-2.03","1.14","4.39","1.97","0.82","934057@1664368872","RBB20XBNR56R"
59,934057,"Brett Dunham","-","Wed Sep 28 2022 12:41:28 PM",1664368888,"ChangeUp","YES","-6.66","23.17",77.96,1790.4,1790.4,100,"02:30",1,2.105194,"5.29","18.45","5.3","19.7","-4.44","0.87","4.40","1.95","0.26","934057@1664368888","RBB20XBNR56R"
60,934057,"Brett Dunham","-","Wed Sep 28 2022 12:41:46 PM",1664368906,"ChangeUp","NO","13.65","26.02",79.96,1623.6,1619.9,99.8,"02:26",0.8,"-","5.50","15.63","5.5","17.9","-2.38","1.43","4.38","1.99","3.88","934057@1664368906","RBB20XBNR56R"
61,934057,"Brett Dunham","-","Wed Sep 28 2022 12:41:59 PM",1664368919,"ChangeUp","NO","12.47","22.43",77.67,1647.1,1644.6,99.9,"02:36",1,2.13066864,"4.07","18.90","4.1","19.0","-2.91","0.89","4.45","2.10","3.12","934057@1664368919","RBB20XBNR56R"
62,934057,"Brett Dunham","-","Wed Sep 28 2022 12:42:24 PM",1664368944,"CurveBall","YES","4.91","28.69",73.8,2323.5,1712.8,73.7,"07:36",0.9,1.96350288,"-11.15","-17.68","-11.2","-14.1","0.18","3.09","4.50","1.72","42.51","934057@1664368944","RBB20XBNR56R"
63,934057,"Brett Dunham","-","Wed Sep 28 2022 12:42:37 PM",1664368957,"CurveBall","YES","2.61","30.60",72.86,2331.4,1670.4,71.6,"07:28",0.9,1.89851,"-12.02","-15.71","-12.0","-13.1","-0.39","3.13","4.59","1.88","44.24","934057@1664368957","RBB20XBNR56R"
64,934057,"Brett Dunham","-","Wed Sep 28 2022 12:42:57 PM",1664368977,"CurveBall","YES","-9.82","28.75",72.36,2353.5,1641.9,69.8,"07:32",0.8,1.954958,"-11.35","-21.29","-11.3","-13.2","-1.07","2.95","4.59","1.94","45.76","934057@1664368977","RBB20XBNR56R"
65,934057,"Brett Dunham","-","Wed Sep 28 2022 12:43:12 PM",1664368992,"CurveBall","YES","9.02","26.61",72.14,2419.7,1832.7,75.7,"07:38",0.9,1.85719681,"-11.90","-16.06","-11.9","-15.2","0.17","2.89","4.61","1.94","40.76","934057@1664368992","RBB20XBNR56R"
66,934057,"Brett Dunham","-","Wed Sep 28 2022 12:43:27 PM",1664369007,"CurveBall","NO","16.43","29.83",71.59,2345.8,1689.2,72,"07:32",0.9,1.94400215,"-11.57","-18.26","-11.6","-13.8","1.02","3.50","4.51","1.95","43.94","934057@1664369007","RBB20XBNR56R"
67,934057,"Brett Dunham","-","Wed Sep 28 2022 12:43:43 PM",1664369023,"CurveBall","YES","-2.88","24.58",73.17,2391.3,1517,63.4,"08:02",0.8,2.00900459,"-6.90","-19.96","-6.9","-14.4","-0.48","2.94","4.55","1.86","50.63","934057@1664369023","RBB20XBNR56R"
68,934057,"Brett Dunham","-","Wed Sep 28 2022 12:43:57 PM",1664369037,"Fastball","NO","-3.81","15.28",84.39,2023.9,1996.6,98.6,"01:32",0.8,"-","13.96","20.24","14.0","14.8","-4.31","-1.51","4.85","1.91","-9.43","934057@1664369037","RBB20XBNR56R"
69,934057,"Brett Dunham","-","Wed Sep 28 2022 12:44:10 PM",1664369050,"Slider","YES","3.95","20.36",74.51,2477.4,855.9,34.5,"07:36",0.8,2.12548637,"-5.31","-16.54","-5.3","-7.4","-0.32","1.47","4.49","2.00","69.79","934057@1664369050","RBB20XBNR56R"
70,934057,"Brett Dunham","-","Wed Sep 28 2022 12:44:22 PM",1664369062,"Slider","YES","0.59","33.88",74.89,2499,912.7,36.5,"07:52",0.9,2.00968742,"-4.60","-12.12","-4.6","-8.5","-0.99","2.62","4.48","1.97","68.58","934057@1664369062","RBB20XBNR56R"
71,934057,"Brett Dunham","-","Wed Sep 28 2022 12:44:35 PM",1664369075,"Slider","YES","-4.18","22.28",76.13,2439.5,965.8,39.6,"07:46",0.9,1.99159622,"-5.47","-8.72","-5.5","-8.8","-1.80","1.43","4.50","2.03","66.68","934057@1664369075","RBB20XBNR56R"
72,934057,"Brett Dunham","-","Wed Sep 28 2022 12:45:17 PM",1664369117,"Slider","NO","-7.20","15.21",74.98,2366.4,883.4,37.3,"07:38",1,"-","-5.31","-8.89","-5.3","-7.6","-2.01","1.07","4.60","1.96","68.08","934057@1664369117","RBB20XBNR56R"
